tweet_text,cleaned_text,label,disaster_type
@orgasmicgomez Probe seeks cause of NYC train crash that killed 4: Probe seeks cause of NYC train crash that killed 4...  @onedirslaytion,probe seek cause nyc train crash killed probe seek cause nyc train crash killed,9,Transportation Accident
400 Injured By Blasts As Meteor Falls In Russia http://t.co/RSGMancQ,injured blast meteor fall russia,7,Meteor
Texas explosion devastates tight-knit town: 'It was like the whole earth shook': Witnesses recount shock from ... http://t.co/YuRP9GpN3g,texas explosion devastates tightknit town like whole earth shook witness recount shock,3,Explosion
"8 Campaigns Helping Boston Victims and Their Families: After a tragic week in Boston, here's some good news: O... http://t.co/9bka4i4r0C",campaign helping boston victim family tragic week boston here good news,0,Bombing
30 May 2012 Italy: Earthquake (IB300512IT) Information Bulletin n° 1 http://t.co/H8ndyX7o #Terremoto,may italy earthquake ibit information bulletin terremoto,2,Earthquake
"Colorado Fires Map: Colorado Fires Map, A sprawling wildfire in northern Colorado grew larger than the nearby city... http://t.co/VukHl8wx",colorado fire map colorado fire map sprawling wildfire northern colorado grew larger nearby city,11,Wildfire
Just saw the Texas A&amp;M Forest Service team on I-35 headed to West.  #helpinghand #gigem #whatagsdo,saw texas forest service team headed west helpinghand gigem whatagsdo,3,Explosion
"RT @cnnbrk: Building's owner is 6th person arrested in connection with the collapse of a building in Bangladesh, killing 363. http://t.co/K…",building owner th person arrested connection collapse building bangladesh killing,1,Building Collapse
"Typhoon Bopha thumps southern Philippines, read full report here http://t.co/Xk79J5iL #Bopha",typhoon bopha thump southern philippine read full report bopha,10,Typhoon
Bangladesh collapse survivor finished with factory work http://t.co/zmdgtNE9eL,bangladesh collapse survivor finished factory work,1,Building Collapse
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
@jimrome Such a homer. No one cares about the Lakers right now. Get a grip. #boston #waco #realitycheck,homer one care lakers right get grip boston waco realitycheck,3,Explosion
Russian MP Meteor http://t.co/ZTdE4olT,russian mp meteor,7,Meteor
RT @laar_b: Magnitude 7.2 hits Visayas 110 aftershocks as of 11am 20 casualties #prayforcebu #prayforbohol 🙏🙏,magnitude hit visayas aftershock casualty prayforcebu prayforbohol,2,Earthquake
RT @babyren16: “For My house will be called a house of prayer for all the peoples. Isaiah 56:7 #PrayForVisayas Cebu and Bohol. #Philippine…,house called house prayer people isaiah prayforvisayas cebu bohol,2,Earthquake
"RT @TheLaSallian: NatSit: Yolanda expected to be out of Philippine Area of Responsibility by Saturday, Nov. 9. #YolandaPH | via @ANCALERTS",natsit yolanda expected philippine area responsibility saturday nov yolandaph via,10,Typhoon
RT @The01Wingman: Very sad to hear of the NYC metro derailed train. Thoughts and prayers going out to the families.,sad hear nyc metro derailed train thought prayer going family,9,Transportation Accident
Live blog now closed. Here's the latest Guardian piece on #Clutha disaster http://t.co/Ds6t1qyVyd,live blog closed here latest guardian piece clutha disaster,9,Transportation Accident
RT @STVNews: Eight people now confirmed dead in the Glasgow helicopter crash http://t.co/823X2aLZX4,eight people confirmed dead glasgow helicopter crash,9,Transportation Accident
Plane fighting Australia fires crashes as cooler weather eases threat: SYDNEY (Reuters) – A plane dousing wild... http://t.co/ithtEhwpyw,plane fighting australia fire crash cooler weather eas threat sydney reuters plane dousing wild,11,Wildfire
RT @AngNasaBabaNito: Let's just pray for the victims of earthquake. God is always with us! #PrayForVisayas Cebu and Bohol.,let pray victim earthquake god always u prayforvisayas cebu bohol,2,Earthquake
RT @dinkysunflower: Complete list of NCR EVACUATION CENTERS as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves Please share. http://t.co…,complete list ncr evacuation center reliefph rescueph please share,5,Flood
"RT @solartvnews: Rescuers continue search for survivors in fertilizer plant explosion in West, Texas that has killed at least 14 people. ...",rescuer continue search survivor fertilizer plant explosion west texas killed least people,3,Explosion
"LAX shooting: Gunman left anti-government note, targeted TSA  http://t.co/p4KhLuaP1m #LAX #LosAngeles #Shooting",lax shooting gunman left antigovernment note targeted tsa lax losangeles shooting,8,Shooting
BBC News - Bangladesh building collapse death toll passes 700 http://t.co/4nEL8cujQ1,bbc news bangladesh building collapse death toll pass,1,Building Collapse
.@orgasmicgomez Video shows typhoon hit: This video shows how strong the storm surge was during Super Typhoon Haiyan.        @onedirslaytion,video show typhoon hit video show strong storm surge super typhoon haiyan,10,Typhoon
RT @bmarcois: Please #pray for the #Philippines as this horrible #storm approaches. Among worst in history. #Prayer http://t.co/fcdhs4cYEH,please pray philippine horrible storm approach among worst history prayer,10,Typhoon
NEGOR: OCD said 250 families n coastal areas &amp; along Tanjay River r ready 4 evac 2 Villaflores College in Tanjay #PabloPH,negor ocd said family coastal area along tanjay river ready evac villaflores college tanjay pabloph,10,Typhoon
Long bow to blame NSW fires on man-made global warming - Sydney Morning Herald http://t.co/MuEAmDvCNS #GlobalWarming,long bow blame nsw fire manmade global warming sydney morning herald globalwarming,11,Wildfire
"RT @STcom: #SgHaze update: PSI rises to 152 at 9pm, highest reading yet today. @NEAsg",sghaze update psi rise pm highest reading yet today,6,Haze
"RT @BreakingNews: At least 70 killed, many more feared trapped after building collapse in Dhaka, Bangladesh, officials say - @BBCNews http:…",least killed many feared trapped building collapse dhaka bangladesh official say,1,Building Collapse
RT @cnnbrk: At least 29 people were killed after an #earthquake struck off Guatemala's coast. http://t.co/h5GUIWpw,least people killed earthquake struck guatemala coast,2,Earthquake
RT @Boston_Police: #WANTED: Search for 19 yr-old Dzhokhar Tsarnaev continues. Suspect armed &amp; dangerous. Call 1(800) CALL-FBI. http://t…,wanted search yrold dzhokhar tsarnaev continues suspect armed dangerous call callfbi,0,Bombing
"RT @isa_sem: @AmbControl999: VERY IMPORTANT, PLEASE RT If you can, the blood donor centre in Glasgow is open from 9.30am #Clutha http://t.c…",important please blood donor centre glasgow open clutha,9,Transportation Accident
"RT @gmanews: UPDATE: #PabloPH has not yet left the Philippine Area of Responsibility (PAR). Signal no. 1 in Ilocos Sur, La Union, Pangas ...",update pabloph yet left philippine area responsibility par signal ilocos sur la union panga,10,Typhoon
"RT @jhacevedo: Wow scary video of father and son at #Waco #West,TX #fertilizerplantexplosion http://t.co/8qXuRc2aja",wow scary video father son waco westtx fertilizerplantexplosion,3,Explosion
RT @iamtotoheart: NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,nasa bubong yo baby charmaine dequit langka st bulelak malanday marikina city rescueph,5,Flood
"RT @fenvirantiviral: Doctors: bombs contained pellets, shrapnel and nails that hit victims #BostonMarathon @NBC6",doctor bomb contained pellet shrapnel nail hit victim bostonmarathon,0,Bombing
#Russianmeteor won't be the last to hit... Gods coming...,russianmeteor last hit god coming,7,Meteor
"Glasgow crash kills at least three: At least three people died in Glasgow helicopter crash, BBC told http://t.co/1fKnWJqkbB #LoMasLeido",glasgow crash kill least three least three people died glasgow helicopter crash bbc told lomasleido,9,Transportation Accident
RT @sunny_hundal: .@Primarkjobs @Mango @Matalan: ensure safety for workers &amp; compensate victims of building collapse in Bangladesh http…,ensure safety worker compensate victim building collapse bangladesh,1,Building Collapse
“@Donna_Field: Kedron brook - the bridge at Gordon park is now shut @abcnews #bigwet  http://t.co/LDI6mrGV” @funknbeats,kedron brook bridge gordon park shut bigwet,5,Flood
"@tobeymonster Bangladesh police detain 2 engineers involved in approving collapsed building's design: SAVAR, Bangladesh (AP) — Bangla...",bangladesh police detain engineer involved approving collapsed building design savar bangladesh ap bangla,1,Building Collapse
RT @Joweeel: A prayer for all the people in Metro Manila #flood,prayer people metro manila flood,5,Flood
"@AmazingPhil #RussianMeteor that was scary. Save us, Phil :)",russianmeteor scary save u phil,7,Meteor
"RT @cnnbrk: Federal official: #LAX suspect had materials expressing anti-government sentiment, anger at TSA. http://t.co/xuWPhFfeje",federal official lax suspect material expressing antigovernment sentiment anger tsa,8,Shooting
"RT @GMA: Latest on NYC train derailment: 4 dead, 63 injured, 11 critically. Full story: http://t.co/jneLAg9Vsg http://t.co/8w7e4LApr4",latest nyc train derailment dead injured critically full story,9,Transportation Accident
RT @beenasarwar: We RISE for Workers in #Bangladesh http://t.co/bgJrsdUu2f  Workers were forced to go into the bldg to work despite huge cr…,rise worker bangladesh worker forced go bldg work despite huge,1,Building Collapse
"Bangladesh building collapse: ova 300 dead,ova 100 still missing,  ova 50 rescued. Heart goes out 2 them.",bangladesh building collapse ovum deadova still missing ovum rescued heart go,1,Building Collapse
RT @TexasMonthly: RT @CNNBrian: ATF confirms crater from #WestTX plant explosion is 93 feet wide and ten feet deep. Wow. #CNN,atf confirms crater westtx plant explosion foot wide ten foot deep wow cnn,3,Explosion
"RT @AJEnglish: Bangladesh building collapse toll tops 1,000 http://t.co/dbME2ZBNl3",bangladesh building collapse toll top,1,Building Collapse
RT @NBCNewYork: #BREAKING Initial alcohol breath test came back negative for Metro-North train engineer in deadly crash http://t.co/h3vZFNQ…,breaking initial alcohol breath test came back negative metronorth train engineer deadly crash,9,Transportation Accident
RT @TinaBhatnagar: Its days like today that I feel really proud to work @twitter. Truly a lifeline during periods of tragedy. #prayforboston,day like today feel really proud work truly lifeline period tragedy prayforboston,0,Bombing
PSI 371 le lar! My head is aching ouch! #mustbethehaze #blamethehaze,psi le lar head aching ouch mustbethehaze blamethehaze,6,Haze
New York Train Derailment Highlights Evolving Rail Safety and Science: Train expert Robert... http://t.co/DhF9dOo1rA #NationalGeographic,new york train derailment highlight evolving rail safety science train expert robert nationalgeographic,9,Transportation Accident
Brazil police blame cheap fireworks for nightclub disaster - euronews: euronewsBrazil police blame cheap firewor... http://t.co/VvII1LhZ,brazil police blame cheap firework nightclub disaster euronews euronewsbrazil police blame cheap firewor,4,Fire
"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",anyone loved one hospital clutha struggling transport visit provide free taxi,9,Transportation Accident
RT @A_L_Tucker: Find out what will stop the next Bangladesh factory collapse - and how @hm &amp; @gap can make it happen https://t.co/7qRYH…,find stop next bangladesh factory collapse make happen,1,Building Collapse
RT @SoSingaporean: Now the my friend's dunno what friend's friend who works in NEA is everybody's friend now. #sosingaporean #sghaze,friend dunno friend friend work nea everybodys friend sosingaporean sghaze,6,Haze
"RT @QuakeReports: earthquake: M 7.9, off the coast of Costa Rica http://t.co/iYnWzKuL",earthquake coast costa rica,2,Earthquake
"RT @fuccyoudis2o9: This explosion was serious, please #PrayForWest #WestTX 😔🙏 http://t.co/xLTV5hJX5u",explosion serious please prayforwest westtx,3,Explosion
KC Concepcion helps the World Food Programme's relief efforts in Mindanao for the victims of typhoon Pablo: http://t.co/KehpZFUv,kc concepcion help world food programme relief effort mindanao victim typhoon pablo,10,Typhoon
Pray for all the people killed/hurt in Spain. The conductor put all their lives in danger by speeding and derailing the train. #prayforspain,pray people killedhurt spain conductor put life danger speeding derailing train prayforspain,9,Transportation Accident
RT @BuzzFeed: RT @jaredbkeller: EXCLUSIVE: Boston bombing victim in iconic photo helped FBI identify attackers | http://t.co/07O3JKrg34,exclusive boston bombing victim iconic photo helped fbi identify attacker,0,Bombing
“@BBCBreaking: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria #Brazil http://t.co/ZJiCeQbe” heart goes out ❤,least people died fire kiss nightclub santamaria brazil heart go,4,Fire
"@SMShow @ThinkProgress just tweeted that because of underfunding, plant like 1 in #WestTX will b inspected once every 67 yrs on avg.",tweeted underfunding plant like westtx inspected every yr avg,3,Explosion
@AhhWaii: Heard that the haze in Singapore now is serious. Singapore tlists stay indoors and take care! God bless. Thank you dear ♥,heard haze singapore serious singapore tlists stay indoors take care god bless thank dear,6,Haze
"Airdrie BMX provincial is canceled. I have never seen that happen before, but I agree with their decision #ABflood #Provincial #BMX #Airdrie",airdrie bmx provincial canceled never seen happen agree decision abflood provincial bmx airdrie,5,Flood
The high cost of cheap labor: Bangladesh factory collapse victims found in final embrace (IMAGE) http://t.co/a5JZrF54eL,high cost cheap labor bangladesh factory collapse victim found final embrace image,1,Building Collapse
Wth a meteor fell in Russia !,wth meteor fell russia,7,Meteor
V E I L E D .  Since Tuesday.. And N95 are selling out fast. #sghaze http://t.co/XcCn6i1Ki0,since tuesday selling fast sghaze,6,Haze
"Oh good, Ron Paul on @cnbc later to explain how blowing up fertilizer and destroying Texas towns protects our LIBERTY!!! #p2",oh good ron paul later explain blowing fertilizer destroying texas town protects liberty,3,Explosion
@BourbonBuck Fox news is such a joke!  Do they really think Obama could magically send a meteor to fly through Russia? #idiots,fox news joke really think obama could magically send meteor fly russia idiot,7,Meteor
"#Nolefam ,Please pray for the victims of the disaster where more than 70 people has died in a building collapse, more trapped in Bangladesh",nolefam please pray victim disaster people died building collapse trapped bangladesh,1,Building Collapse
RT @AlodiaAlmira: Prayers for those affected by typhoon #PabloPH ...stay safe everyone!,prayer affected typhoon pabloph stay safe everyone,10,Typhoon
RT @Pollytics: Qld coastal cities face a 1 in 100 year flood. Haven't had one of them for at least 3 years. But as you were - no climate ...,qld coastal city face year flood one least year climate,5,Flood
RT @SenatorBinay: Thank you @DickGordonDaily for speedily sending medical and rescue teams to #Bohol. @philredcross here providing assistan…,thank speedily sending medical rescue team bohol providing,2,Earthquake
RT @_Azroyz: June 2013 is the worst month for singapore. -Dengue -Slashing -Haze,june worst month singapore dengue slashing haze,6,Haze
"RT @Ebun_Kupss: New York Train Crash Kills Four, Leaves 67 Injured Today: A train hurtled off the tracks in a Ne... http://t.co/bZeATxf9Z2 …",new york train crash kill four leaf injured today train hurtled track ne,9,Transportation Accident
RT @cnnbrk: Police: Several firefighters still missing after Texas fertilizer plant blast. http://t.co/hZFgfAaI3i,police several firefighter still missing texas fertilizer plant blast,3,Explosion
RT @CBSEveningNews: NOW: We're on the air for a @CBSNews special report on the #LAXShooting. @JeffGlor anchors.,air special report laxshooting anchor,8,Shooting
Just heard that over 200 people have lost there lives in a nightclub fire in Brazil! such a horrible disaster R.I.P ♥,heard people lost life nightclub fire brazil horrible disaster rip,4,Fire
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
"RT @jamesmcarthur16: Just seen helicopter crash in Glasgow, hope everyone is ok and the people trapped get out.",seen helicopter crash glasgow hope everyone ok people trapped get,9,Transportation Accident
RT @panther_modern: Incredible blast damage footage of the meteor in Russia! http://t.co/UlucX8y6 #RussianMeteor,incredible blast damage footage meteor russia russianmeteor,7,Meteor
"#prayforwest for all those who are injured, everyone who is out there helping saving lives and the families who lost loved ones today ....",prayforwest injured everyone helping saving life family lost loved one today,3,Explosion
"#ReliefPH Calling all Filos around the globe, let's ALL  say a 2mins prayer/silence tomorrow Thur 5pm Phils time.",reliefph calling filos around globe let say min prayersilence tomorrow thur pm phils time,5,Flood
"RT @YourAnonNews: Typhoon Bopha smashes into southern Philippines, 40,000 people cram into shelters to escape storm's onslaught http://t ...",typhoon bopha smash southern philippine people cram shelter escape storm onslaught,10,Typhoon
"RT @xo_falsehopes: A girl with 83 exs, slash cases here and there, haze suddenly comes up.  WTF IS HAPPENING TO SINGAPORE 😪",girl ex slash case haze suddenly come wtf happening singapore,6,Haze
RT @cnnbrk: At least 29 people were killed after an #earthquake struck off Guatemala's coast. http://t.co/h5GUIWpw,least people killed earthquake struck guatemala coast,2,Earthquake
"Meteor crashes in Russia, causes explosions and injuries (videos of meteor; Twitter reacts) http://t.co/t52no9FH",meteor crash russia cause explosion injury video meteor twitter reacts,7,Meteor
It's always awesome to hear about a shooting at an airport you're scheduled to fly to within the month. #LAX,always awesome hear shooting airport scheduled fly within month lax,8,Shooting
RT @fidoburger: If Singapore's so hazy why are you my clarity? #sghaze #pickuplines,singapore hazy clarity sghaze pickuplines,6,Haze
RT @decappeal: 'It's important to do what we can - I feel so awful for those affected by #Haiyan' @JoWoodOfficial #typhoonaid http://t.co/s…,important feel awful affected haiyan typhoonaid,10,Typhoon
If you're not around a TV... quick overview of what they know as of right now on the Texas explosion   http://t.co/qNzo6HqBmC,around tv quick overview know right texas explosion,3,Explosion
RT @PNav57: 60+ dead 200+ injured being reported after #explosion at #fertilizerplant in the town of #West near Waco...just sad if its true,dead injured reported explosion fertilizerplant town west near wacojust sad true,3,Explosion
President #OttoPerezMolina updates death toll in #Guatemala after #earthquake: 52 dead and 22 missing. http://t.co/P1OHVJP8,president ottoperezmolina update death toll guatemala earthquake dead missing,2,Earthquake
Super Typhoon Haiyan Headed Toward Philippines http://t.co/EOygmi5cnE,super typhoon haiyan headed toward philippine,10,Typhoon
Another lesson to nightclub owners; place safety first not revenue.  Brazil nightclub fire likely killed more than 200. http://t.co/BOgvHf50,another lesson nightclub owner place safety first revenue brazil nightclub fire likely killed,4,Fire
RT @WSJNY: Video report: Four killed in Metro-North train derailment http://t.co/qGdr39r4fo,video report four killed metronorth train derailment,9,Transportation Accident
Boston Bomber Dzhokhar Tsarnaev -- CHARGED in Marathon Terror Bombing: Dzhokhar Tsarnaev has just been hit wit... http://t.co/qlsYPARQlV,boston bomber dzhokhar tsarnaev charged marathon terror bombing dzhokhar tsarnaev hit wit,0,Bombing
See blast: CNN's Martin Savidge covers the latest details from a fertilizer plant explosion that rocked the to... http://t.co/f5zRVM2cLv,see blast cnns martin savidge cover latest detail fertilizer plant explosion rocked,3,Explosion
"#LATEST: Bangladesh garment factory collapse toll passes 1,000 killed as more bodies found in wreckage  http://t.co/4NO7aE5V47",latest bangladesh garment factory collapse toll pass killed body found wreckage,1,Building Collapse
"RT @TheCVF: #Typhoon Haiyan influenced by #climate change, scientists say http://t.co/K6k9zgUE9I @smhenvironment",typhoon haiyan influenced climate change scientist say,10,Typhoon
Couple embraced is found among remains of collapsed building in #Bangladesh. --&gt;  http://t.co/UtuR5Q3Sku,couple embraced found among remains collapsed building bangladesh,1,Building Collapse
RT @MarkDiStef: Defence Dept's been investigating after revelations it started NSW's biggest fire. Ch7 says Defence now admitted to @NSWR…,defence depts investigating revelation started nsw biggest fire ch say defence admitted,11,Wildfire
"@lifestr3am Bangladesh building collapse death toll hits 362: SAVAR, Bangladesh (AP) — Bangladesh rescuers on Sunday lo...  @tobeymonster",bangladesh building collapse death toll hit savar bangladesh ap bangladesh rescuer sunday lo,1,Building Collapse
RT @joeshowradio: @joerogan The Bill of Rights was written for Dzhokar Tsarnaev: http://t.co/bmZUZRg4U4,bill right written dzhokar tsarnaev,0,Bombing
"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",anyone loved one hospital clutha struggling transport visit provide free taxi,9,Transportation Accident
"RT @climatekeith: Excellent oped from @s_guilbeault Lac-Mégantic: It’s not trains vs. pipelines, but why we’re relying on oil http://t.co/B…",excellent oped lacmégantic train v pipeline relying oil,9,Transportation Accident
"RT @MillSteven: The latest from the helicopter crash at 11. 1 person dead, warnings of more to come. 32 injured. Hear from Alex Salmond nex…",latest helicopter crash person dead warning come injured hear alex salmond,9,Transportation Accident
"RT @BBCBreaking: 1,000 people are now known to have died in the #Bangladesh clothes factory building collapse http://t.co/jJGCN09pSu",people known died bangladesh clothes factory building collapse,1,Building Collapse
"RT @RES911CUE: Update: 5 killed by #earthquake in #Italy; all in the rural area of #Ferrara, Italian media reports",update killed earthquake italy rural area ferrara italian medium report,2,Earthquake
RT @BBCBreaking: Magnitude 5.8 #earthquake hits northern #Italy. Details soon: http://t.co/pDpTawj7,magnitude earthquake hit northern italy detail soon,2,Earthquake
"RT @Tamaraw_Nation: FEU, Science Building. Help is needed. There are 39 stranded students in there. #rescuePH Please send people there t ...",feu science building help needed stranded student rescueph please send people,5,Flood
RT @denverpost: ALERT: Larimer County adds to number of people presumed killed in flood: http://t.co/XPFW37QVXL #coflood,alert larimer county add number people presumed killed flood coflood,5,Flood
RT @KVUE: Please RT .@KrisB_KVUE: Blair's Cove Apartments off 21st St in Waco has 50 rooms open over next 3 nights for explosion victims ...,please blair cove apartment st st waco room open next night explosion victim,3,Explosion
Pray for Colorado #pray #fire,pray colorado pray fire,11,Wildfire
"“@BBCBreaking: Russia meteor strike: At least 950 people now known to have been injured, mostly by broken glass from blown-out windows",russia meteor strike least people known injured mostly broken glass blownout window,7,Meteor
"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",anyone loved one hospital clutha struggling transport visit provide free taxi,9,Transportation Accident
RT @govsingapore: 3-hour PSI is 371. Issued 1pm. http://t.co/4H5aOnf2DU #sghaze,hour psi issued pm sghaze,6,Haze
"watching the news on the West, TX fertilizer plant explosion! How sad and scary! My prayers are with the victims :(",watching news west tx fertilizer plant explosion sad scary prayer victim,3,Explosion
"Colorado Springs, CO is on fire. 65mph winds blew it into the city today. Looked like Armageddon. http://t.co/tXsV4tR7",colorado spring co fire mph wind blew city today looked like armageddon,11,Wildfire
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
RT @BuzzFeedAndrew: RT @CBSNews: FBI now acknowledges they interviewed Tsarnaev 2 years ago at the request of a foreign country about possi…,fbi acknowledges interviewed tsarnaev year ago request foreign country,0,Bombing
RT @TODAYonline: #sghaze update: 3-hour PSI is at 145 at 12am http://t.co/Yf721cj9FB,sghaze update hour psi,6,Haze
@SrBachchan According to CNN reports 900 ppl went to hospital due to injuried caused by meteor fall in Russia.,according cnn report ppl went hospital due injuried caused meteor fall russia,7,Meteor
RT @RidhwanAzman: Lobang was right. #SGhaze http://t.co/lcvuJjtweH,lobang right sghaze,6,Haze
RT @Cristiano: All of my support to the victims of #Haiyan. @SavetheChildren is helping meet children’s basic needs. Let’s all help http://…,support victim haiyan helping meet child basic need let help,10,Typhoon
President Obama to tour Colorado wildfires | The Ticket - Yahoo! News http://t.co/anmheBLr via @YahooNews,president obama tour colorado wildfire ticket yahoo news via,11,Wildfire
Photo: elliottstables: quite possibly the greatest reaction to the meteor in russia  http://t.co/kwDtUHWavu,photo elliottstables quite possibly greatest reaction meteor russia,7,Meteor
RT @Federation: Almost a week on from 7.2 #earthquakePH @philredcross is scaling up relief response in #bohol http://t.co/fbnmyvPcbi http:/…,almost week earthquakeph scaling relief response bohol,2,Earthquake
BBC News - Meteor strike injures hundreds in central Russia http://t.co/DAvf4GSw,bbc news meteor strike injures hundred central russia,7,Meteor
RT @Denver_Broncos: #Broncos FB @Chrisgronkowski poses with a firefighter in Colorado Springs http://t.co/9YYco2tO,bronco fb pose firefighter colorado spring,11,Wildfire
"RT @NewEarthquake: Revised (6.2 -&gt; 6.5): 6.5 earthquake, 30km WSW of Champerico, Guatemala. Nov 11 16:15 at epicenter (49m ago, depth ...",revised earthquake km wsw champerico guatemala nov epicenter ago depth,2,Earthquake
RT @ABC: Update: NYFD says 3 of the 4 fatalities in Metro North derailment happened when victims were thrown from train http://t.co/WXCdsa5…,update nyfd say fatality metro north derailment happened victim thrown train,9,Transportation Accident
RT @kevinjonas: West Texas you are in our prayers.  This has been a tough week and we will keep praying,west texas prayer tough week keep praying,3,Explosion
Bangladesh to end search for factory collapse victims  at http://t.co/vFHyce0pi8.,bangladesh end search factory collapse victim,1,Building Collapse
RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS,magnitude earthquake strike coast costa rica usgs,2,Earthquake
Singapore dah macam Silent Hill sia with all the haze --,singapore dah macam silent hill sia haze,6,Haze
Latest on the deadly #earthquake that hit the #Philippines just over an hour ago.... http://t.co/0zBCFdXD8J http://t.co/rhrO0kw3SI...,latest deadly earthquake hit philippine hour ago,2,Earthquake
"7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter RT @NewEarthquake",earthquake coast costa rica sep epicenter,2,Earthquake
Photographer was in Glacier View as #HighParkFire evacuations were declared. His photo gallery: http://t.co/Yr8Rcv4J,photographer glacier view highparkfire evacuation declared photo gallery,11,Wildfire
Shout out to Russia #метеорит,shout russia метеорит,7,Meteor
RT @ChannelNewsAsia: #SGHaze PSI in Singapore goes down from record 321 at 10pm to 282 as of 11pm,sghaze psi singapore go record pm pm,6,Haze
RT @BostonGlobe: BREAKING NEWS: Three people taken into custody in New Bedford as part of Boston Marathon terror bombing investigation.,breaking news three people taken custody new bedford part boston marathon terror bombing investigation,0,Bombing
Can't believe that news about the helicopter crash. Right beside my college too,ca believe news helicopter crash right beside college,9,Transportation Accident
"#Temblor♨ M 4.9, 13km SSW of Champerico, Guatemala http://t.co/JAVikLDs #Earthquake #Sismo",km ssw champerico guatemala earthquake sismo,2,Earthquake
MY GOODNESS! My hometown of Colorado Springs seems to be in fire turmoil! What is going on down there!? If... http://t.co/w9GtoDlu,goodness hometown colorado spring seems fire turmoil going,11,Wildfire
Storm Brings Flooding and Destruction to Sardinia - New York Times: Vancouver SunStorm Brings Flooding and Des... http://t.co/NK2GKQHQIo,storm brings flooding destruction sardinia new york time vancouver sunstorm brings flooding de,5,Flood
Haze brings Malacca Strait navigational alert http://t.co/li4i72IAXs #maritime #shipping #haze #Malaysia #Indonesia #Singapore,haze brings malacca strait navigational alert maritime shipping haze malaysia indonesia singapore,6,Haze
“@SufiNadhirah: What puberty did to the haze in Singapore. http://t.co/u1rQ0heBuF”,puberty haze singapore,6,Haze
"RT @wrmead: Russia news: small child, blanket found unharmed in cornfield following meteor blast. Childless couple to house baby pending ...",russia news small child blanket found unharmed cornfield following meteor blast childless couple house baby pending,7,Meteor
RT @NSWRFS: Watch and Act - Hall Road (Southern Highlands / Wollondilly).  http://t.co/MRi7pZuDxe Picton Rd now open #nswrfs #nswfires,watch act hall road southern highland wollondilly picton rd open nswrfs nswfires,11,Wildfire
RT @joerogan: That Russian meteor footage is a nice reminder that we're flying through the universe in an organic spaceship with no roof.,russian meteor footage nice reminder flying universe organic spaceship roof,7,Meteor
RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,report shooting lax airport hope everyone okay,8,Shooting
Metro-North Train Crash: MTA Identifies 4 People Killed - The Weather Channel http://t.co/bHp5sjxut8,metronorth train crash mta identifies people killed weather channel,9,Transportation Accident
RT @AP: BREAKING: Police lower death toll in Brazil nightclub fire to 232. -SS,breaking police lower death toll brazil nightclub fire s,4,Fire
RT @livinginsg: First #sghaze top trend  Now #SGHail.  #SgSnow next maybe?,first sghaze top trend sghail sgsnow next maybe,6,Haze
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,prayer family tsa agent killed today lax victim injured,8,Shooting
"OMG a 7years old American girl, named Natalia wrote a letter to Obama about the haze condition in Singapore HAHA",omg year old american girl named natalia wrote letter obama haze condition singapore haha,6,Haze
"RT @martin_mcgee: Meteor shower footage, shat myself BOOM! http://t.co/Pc4Svy29  #russianmeteor",meteor shower footage shat boom russianmeteor,7,Meteor
"RT @cnnbrk: Shooting at #LAX affected nearly 750 flights, airport director says. http://t.co/bNciH0jZmW",shooting lax affected nearly flight airport director say,8,Shooting
".@deadmau5 LAX suspect set out to kill, scare TSA officers:   @BasedBieberLife",lax suspect set kill scare tsa officer,8,Shooting
"Spanish train driver charged with 79 counts of homicide: By Tracy Rucinski SANTIAGO DE COMPOSTELA, Spain (Reut... http://t.co/DzPWdsZmUY",spanish train driver charged count homicide tracy rucinski santiago de compostela spain reut,9,Transportation Accident
RT @uapasia: ANNOUNCEMENT: Team Taytay is back from their deployment! #UNITAS #reliefPH,announcement team taytay back deployment unitas reliefph,5,Flood
